seed,gamma,omega,analytic_stationary_covariance_difference,analytic_equal_time_moment_max_difference_order_1_to_6,stationary_lyapunov_residual_A0,stationary_lyapunov_residual_A1,empirical_moment_max_difference_order_1_to_6,generator_difference_norm,probability_current_norm_A0,probability_current_norm_A1,input_has_timestamp,input_has_lag,input_has_sample_order,baseline_equal_time_verdict,stage,empirical_moment_normalized_max_difference,empirical_to_population_normalized_RMSE_A0,empirical_to_population_normalized_RMSE_A1
12,0.5,1.5,0.0,0.0,0.0,0.0,1.7739138242517054,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1182609216167803,0.0178811518965356,0.0122898714658188
12,1.0,0.5,0.0,0.0,0.0,0.0,1.0244827970821877,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0682988531388125,0.0159909990591448,0.0098396879568916
12,1.0,1.5,0.0,0.0,0.0,0.0,0.7219935291454758,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0481329019430317,0.0271185431576086,0.0320411339091907
13,0.5,0.5,0.0,0.0,0.0,0.0,2.385752919163478,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1590501946108985,0.0233479636117939,0.0217360984659982
13,0.5,1.5,0.0,0.0,0.0,0.0,3.4202804424301974,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.2280186961620131,0.0324173504346255,0.0263935694232987
13,1.0,0.5,0.0,0.0,0.0,0.0,2.1131903789506588,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1408793585967105,0.0114653163244972,0.0298074454376177
13,1.0,1.5,0.0,0.0,0.0,0.0,3.366076898874196,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.224405126591613,0.0332655871715429,0.0320355582774543
14,0.5,0.5,0.0,0.0,0.0,0.0,0.8039827432343891,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0535988495489592,0.0177412306956713,0.0139382781692881
14,0.5,1.5,0.0,0.0,0.0,0.0,1.5080801596631233,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1005386773108748,0.0218400705199105,0.0182010154941347
14,1.0,0.5,0.0,0.0,0.0,0.0,1.0482164232983155,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0698810948865543,0.0146225294089589,0.0139739337296844
14,1.0,1.5,0.0,0.0,0.0,0.0,1.8986218542881603,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1265747902858773,0.0218850744344511,0.0181410752515283
15,0.5,0.5,0.0,0.0,0.0,0.0,3.349423988362391,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.2232949325574927,0.027116387323814,0.0207883767443138
15,0.5,1.5,0.0,0.0,0.0,0.0,1.8690934907599832,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1246062327173322,0.0169628744976084,0.0305688292909983
15,1.0,0.5,0.0,0.0,0.0,0.0,2.928940022766426,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1952626681844284,0.0160502503054932,0.0277904220432983
15,1.0,1.5,0.0,0.0,0.0,0.0,2.325285904392061,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.155019060292804,0.0233129170819767,0.0243425202593218
16,0.5,0.5,0.0,0.0,0.0,0.0,2.318815941337641,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1545877294225094,0.0319080604307617,0.0214228204630962
16,0.5,1.5,0.0,0.0,0.0,0.0,1.4166282767211236,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0944418851147415,0.0261374793514859,0.0160572789851582
16,1.0,0.5,0.0,0.0,0.0,0.0,1.6426081540954218,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1095072102730281,0.0210445474937168,0.0347809055101142
16,1.0,1.5,0.0,0.0,0.0,0.0,2.8859269540082586,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1923951302672172,0.0307027024098779,0.0168834112598157
17,0.5,0.5,0.0,0.0,0.0,0.0,1.4004942867790184,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0933662857852679,0.0218052643304238,0.0071260180744848
17,0.5,1.5,0.0,0.0,0.0,0.0,1.4262560626283296,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0950837375085553,0.0136782030776064,0.0303802205397448
17,1.0,0.5,0.0,0.0,0.0,0.0,0.7786338799731315,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0519089253315421,0.0202355169287228,0.016579841900686
17,1.0,1.5,0.0,0.0,0.0,0.0,1.6857465411286243,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1123831027419083,0.022621059539951,0.0191111492266772
18,0.5,0.5,0.0,0.0,0.0,0.0,3.726270797473586,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.2484180531649057,0.0377724356628099,0.0218436126154518
18,0.5,1.5,0.0,0.0,0.0,0.0,2.000493168693934,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1333662112462622,0.0098853095342643,0.0262073332705537
18,1.0,0.5,0.0,0.0,0.0,0.0,1.328932175638732,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0885954783759154,0.0116101355097521,0.0264372297884932
18,1.0,1.5,0.0,0.0,0.0,0.0,1.7486351885909688,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1165756792393979,0.0119744222100866,0.0263116553985766
19,0.5,0.5,0.0,0.0,0.0,0.0,2.282706244462217,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1521804162974811,0.0143554092143228,0.0261450677021708
19,0.5,1.5,0.0,0.0,0.0,0.0,1.5646465305937411,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1043097687062494,0.0150041548337986,0.0176017974853246
19,1.0,0.5,0.0,0.0,0.0,0.0,1.4454707644675793,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0963647176311719,0.0120062021757226,0.0223315616295236
19,1.0,1.5,0.0,0.0,0.0,0.0,2.3717133078140566,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1581142205209371,0.0252263305969089,0.0194202575169995
20,0.5,0.5,0.0,0.0,0.0,0.0,0.8364174890145814,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0557611659343054,0.0099546322412772,0.0098877682151536
20,0.5,1.5,0.0,0.0,0.0,0.0,2.038088112292721,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1358725408195147,0.0104592560072636,0.0342647835257578
